trial,seed,N,T,success,runtime_s,recovered_key,returncode
1561,120000012010,12,1200000,1,32.258,4F4E4D494B52,0
1562,120000012011,12,1200000,1,32.554,4F4E4D494B52,0
1563,120000012012,12,1200000,1,32.083,4F4E4D494B52,0
1564,120000012013,12,1200000,1,31.154,4F4E4D494B52,0
1565,120000012014,12,1200000,1,32.350,4F4E4D494B52,0
1566,120000012015,12,1200000,1,32.898,4F4E4D494B52,0
1567,120000012016,12,1200000,0,34.192,,1
1568,120000012017,12,1200000,1,33.375,4F4E4D494B52,0
1569,120000012018,12,1200000,1,32.004,4F4E4D494B52,0
1570,120000012019,12,1200000,1,32.604,4F4E4D494B52,0
1571,120000012020,12,1200000,0,33.429,,1
1572,120000012021,12,1200000,0,32.579,,1
1573,120000012022,12,1200000,0,33.597,,1
1574,120000012023,12,1200000,1,34.249,4F4E4D494B52,0
1575,120000012024,12,1200000,1,32.894,4F4E4D494B52,0
1576,120000012025,12,1200000,1,32.735,4F4E4D494B52,0
1577,120000012026,12,1200000,0,34.285,,1
1578,120000012027,12,1200000,1,32.710,4F4E4D494B52,0
1579,120000012028,12,1200000,1,32.551,4F4E4D494B52,0
1580,120000012029,12,1200000,1,33.299,4F4E4D494B52,0
1581,120000012030,12,1200000,1,33.153,4F4E4D494B52,0
1582,120000012031,12,1200000,1,32.891,4F4E4D494B52,0
1583,120000012032,12,1200000,1,33.360,4F4E4D494B52,0
1584,120000012033,12,1200000,1,32.753,4F4E4D494B52,0
1585,120000012034,12,1200000,1,33.135,4F4E4D494B52,0
1586,120000012035,12,1200000,1,32.315,4F4E4D494B52,0
1587,120000012036,12,1200000,1,32.932,4F4E4D494B52,0
1588,120000012037,12,1200000,1,34.657,4F4E4D494B52,0
1589,120000012038,12,1200000,1,33.404,4F4E4D494B52,0
1590,120000012039,12,1200000,1,34.942,4F4E4D494B52,0
1591,120000012040,12,1200000,1,34.746,4F4E4D494B52,0
1592,120000012041,12,1200000,1,33.143,4F4E4D494B52,0
1593,120000012042,12,1200000,1,33.382,4F4E4D494B52,0
1594,120000012043,12,1200000,1,32.626,4F4E4D494B52,0
1595,120000012044,12,1200000,1,33.503,4F4E4D494B52,0
1596,120000012045,12,1200000,1,32.557,4F4E4D494B52,0
1597,120000012046,12,1200000,1,35.196,4F4E4D494B52,0
1598,120000012047,12,1200000,0,33.060,,1
1599,120000012048,12,1200000,1,33.283,4F4E4D494B52,0
1600,120000012049,12,1200000,0,32.915,,1
1601,120000016000,16,1200000,1,38.289,4F4E4D494B52,0
1602,120000016001,16,1200000,0,39.577,,1
1603,120000016002,16,1200000,1,39.407,4F4E4D494B52,0
1604,120000016003,16,1200000,1,37.113,4F4E4D494B52,0
1605,120000016004,16,1200000,1,38.686,4F4E4D494B52,0
1606,120000016005,16,1200000,1,38.660,4F4E4D494B52,0
1607,120000016006,16,1200000,0,39.000,,1
1608,120000016007,16,1200000,1,40.584,4F4E4D494B52,0
1609,120000016008,16,1200000,1,38.151,4F4E4D494B52,0
1610,120000016009,16,1200000,1,37.293,4F4E4D494B52,0
1611,120000016010,16,1200000,1,37.592,4F4E4D494B52,0
1612,120000016011,16,1200000,1,37.223,4F4E4D494B52,0
1613,120000016012,16,1200000,1,37.724,4F4E4D494B52,0
1614,120000016013,16,1200000,1,38.389,4F4E4D494B52,0
1615,120000016014,16,1200000,1,38.268,4F4E4D494B52,0
1616,120000016015,16,1200000,0,39.076,,1
1617,120000016016,16,1200000,1,39.116,4F4E4D494B52,0
1618,120000016017,16,1200000,0,38.269,,1
1619,120000016018,16,1200000,1,38.181,4F4E4D494B52,0
1620,120000016019,16,1200000,1,38.588,4F4E4D494B52,0
1621,120000016020,16,1200000,1,39.545,4F4E4D494B52,0
1622,120000016021,16,1200000,1,40.035,4F4E4D494B52,0
1623,120000016022,16,1200000,1,37.973,4F4E4D494B52,0
1624,120000016023,16,1200000,1,38.600,4F4E4D494B52,0
1625,120000016024,16,1200000,1,40.016,4F4E4D494B52,0
1626,120000016025,16,1200000,1,40.380,4F4E4D494B52,0
1627,120000016026,16,1200000,1,35.866,4F4E4D494B52,0
1628,120000016027,16,1200000,0,36.962,,1
1629,120000016028,16,1200000,1,39.179,4F4E4D494B52,0
1630,120000016029,16,1200000,1,40.286,4F4E4D494B52,0
1631,120000016030,16,1200000,1,38.130,4F4E4D494B52,0
1632,120000016031,16,1200000,1,38.908,4F4E4D494B52,0
1633,120000016032,16,1200000,1,38.989,4F4E4D494B52,0
1634,120000016033,16,1200000,1,38.275,4F4E4D494B52,0
1635,120000016034,16,1200000,1,39.124,4F4E4D494B52,0
1636,120000016035,16,1200000,1,37.945,4F4E4D494B52,0
1637,120000016036,16,1200000,1,38.224,4F4E4D494B52,0
1638,120000016037,16,1200000,1,37.751,4F4E4D494B52,0
1639,120000016038,16,1200000,1,38.700,4F4E4D494B52,0
1640,120000016039,16,1200000,0,38.932,,1
1641,120000016040,16,1200000,1,38.175,4F4E4D494B52,0
1642,120000016041,16,1200000,1,37.844,4F4E4D494B52,0
1643,120000016042,16,1200000,1,38.930,4F4E4D494B52,0
1644,120000016043,16,1200000,1,38.239,4F4E4D494B52,0
1645,120000016044,16,1200000,1,37.612,4F4E4D494B52,0
1646,120000016045,16,1200000,1,37.136,4F4E4D494B52,0
1647,120000016046,16,1200000,0,41.748,,1
1648,120000016047,16,1200000,1,39.553,4F4E4D494B52,0
1649,120000016048,16,1200000,1,39.901,4F4E4D494B52,0
1650,120000016049,16,1200000,1,37.080,4F4E4D494B52,0
1651,120000020000,20,1200000,1,43.160,4F4E4D494B52,0
1652,120000020001,20,1200000,1,45.091,4F4E4D494B52,0
1653,120000020002,20,1200000,1,44.087,4F4E4D494B52,0
1654,120000020003,20,1200000,1,46.739,4F4E4D494B52,0
1655,120000020004,20,1200000,1,44.874,4F4E4D494B52,0
1656,120000020005,20,1200000,1,45.164,4F4E4D494B52,0
1657,120000020006,20,1200000,1,45.904,4F4E4D494B52,0
1658,120000020007,20,1200000,1,44.833,4F4E4D494B52,0
1659,120000020008,20,1200000,1,45.475,4F4E4D494B52,0
1660,120000020009,20,1200000,1,47.120,4F4E4D494B52,0
1661,120000020010,20,1200000,1,46.495,4F4E4D494B52,0
1662,120000020011,20,1200000,1,45.520,4F4E4D494B52,0
1663,120000020012,20,1200000,1,41.969,4F4E4D494B52,0
1664,120000020013,20,1200000,0,45.692,,1
1665,120000020014,20,1200000,1,42.616,4F4E4D494B52,0
1666,120000020015,20,1200000,1,45.247,4F4E4D494B52,0
1667,120000020016,20,1200000,1,41.151,4F4E4D494B52,0
1668,120000020017,20,1200000,1,45.436,4F4E4D494B52,0
1669,120000020018,20,1200000,1,45.079,4F4E4D494B52,0
1670,120000020019,20,1200000,1,43.239,4F4E4D494B52,0
1671,120000020020,20,1200000,1,43.846,4F4E4D494B52,0
1672,120000020021,20,1200000,1,43.920,4F4E4D494B52,0
1673,120000020022,20,1200000,1,46.662,4F4E4D494B52,0
1674,120000020023,20,1200000,1,44.043,4F4E4D494B52,0
1675,120000020024,20,1200000,1,45.658,4F4E4D494B52,0
1676,120000020025,20,1200000,1,43.376,4F4E4D494B52,0
1677,120000020026,20,1200000,1,42.442,4F4E4D494B52,0
1678,120000020027,20,1200000,1,43.891,4F4E4D494B52,0
1679,120000020028,20,1200000,1,43.317,4F4E4D494B52,0
1680,120000020029,20,1200000,1,42.303,4F4E4D494B52,0
1681,120000020030,20,1200000,1,44.746,4F4E4D494B52,0
1682,120000020031,20,1200000,1,43.157,4F4E4D494B52,0
1683,120000020032,20,1200000,1,46.018,4F4E4D494B52,0
1684,120000020033,20,1200000,1,47.062,4F4E4D494B52,0
1685,120000020034,20,1200000,1,41.925,4F4E4D494B52,0
1686,120000020035,20,1200000,1,43.658,4F4E4D494B52,0
1687,120000020036,20,1200000,1,47.284,4F4E4D494B52,0
1688,120000020037,20,1200000,1,42.766,4F4E4D494B52,0
1689,120000020038,20,1200000,1,45.817,4F4E4D494B52,0
1690,120000020039,20,1200000,1,42.430,4F4E4D494B52,0
1691,120000020040,20,1200000,1,43.475,4F4E4D494B52,0
1692,120000020041,20,1200000,1,43.936,4F4E4D494B52,0
1693,120000020042,20,1200000,1,47.427,4F4E4D494B52,0
1694,120000020043,20,1200000,1,43.782,4F4E4D494B52,0
1695,120000020044,20,1200000,1,45.525,4F4E4D494B52,0
1696,120000020045,20,1200000,1,45.698,4F4E4D494B52,0
1697,120000020046,20,1200000,1,44.314,4F4E4D494B52,0
1698,120000020047,20,1200000,1,45.515,4F4E4D494B52,0
1699,120000020048,20,1200000,1,44.808,4F4E4D494B52,0
1700,120000020049,20,1200000,1,43.029,4F4E4D494B52,0
1701,120000024000,24,1200000,1,50.502,4F4E4D494B52,0
1702,120000024001,24,1200000,1,49.896,4F4E4D494B52,0
1703,120000024002,24,1200000,1,46.968,4F4E4D494B52,0
1704,120000024003,24,1200000,1,51.361,4F4E4D494B52,0
1705,120000024004,24,1200000,1,50.940,4F4E4D494B52,0
1706,120000024005,24,1200000,1,53.069,4F4E4D494B52,0
1707,120000024006,24,1200000,1,51.267,4F4E4D494B52,0
1708,120000024007,24,1200000,1,48.075,4F4E4D494B52,0
1709,120000024008,24,1200000,1,50.969,4F4E4D494B52,0
1710,120000024009,24,1200000,1,50.551,4F4E4D494B52,0
1711,120000024010,24,1200000,1,46.297,4F4E4D494B52,0
1712,120000024011,24,1200000,1,50.127,4F4E4D494B52,0
1713,120000024012,24,1200000,1,49.362,4F4E4D494B52,0
1714,120000024013,24,1200000,1,50.831,4F4E4D494B52,0
1715,120000024014,24,1200000,1,51.499,4F4E4D494B52,0
1716,120000024015,24,1200000,1,51.125,4F4E4D494B52,0
1717,120000024016,24,1200000,1,48.956,4F4E4D494B52,0
1718,120000024017,24,1200000,1,51.201,4F4E4D494B52,0
1719,120000024018,24,1200000,1,50.076,4F4E4D494B52,0
1720,120000024019,24,1200000,1,51.708,4F4E4D494B52,0
1721,120000024020,24,1200000,1,46.056,4F4E4D494B52,0
1722,120000024021,24,1200000,1,48.428,4F4E4D494B52,0
1723,120000024022,24,1200000,1,51.654,4F4E4D494B52,0
1724,120000024023,24,1200000,1,51.521,4F4E4D494B52,0
1725,120000024024,24,1200000,1,50.829,4F4E4D494B52,0
1726,120000024025,24,1200000,1,52.668,4F4E4D494B52,0
1727,120000024026,24,1200000,1,49.735,4F4E4D494B52,0
1728,120000024027,24,1200000,1,48.845,4F4E4D494B52,0
1729,120000024028,24,1200000,1,49.762,4F4E4D494B52,0
1730,120000024029,24,1200000,1,49.955,4F4E4D494B52,0
1731,120000024030,24,1200000,1,51.836,4F4E4D494B52,0
1732,120000024031,24,1200000,1,46.612,4F4E4D494B52,0
1733,120000024032,24,1200000,1,48.764,4F4E4D494B52,0
1734,120000024033,24,1200000,1,48.564,4F4E4D494B52,0
1735,120000024034,24,1200000,1,45.373,4F4E4D494B52,0
1736,120000024035,24,1200000,1,50.195,4F4E4D494B52,0
1737,120000024036,24,1200000,1,49.281,4F4E4D494B52,0
1738,120000024037,24,1200000,1,49.235,4F4E4D494B52,0
1739,120000024038,24,1200000,1,51.483,4F4E4D494B52,0
1740,120000024039,24,1200000,1,45.978,4F4E4D494B52,0
1741,120000024040,24,1200000,1,49.522,4F4E4D494B52,0
1742,120000024041,24,1200000,1,50.786,4F4E4D494B52,0
1743,120000024042,24,1200000,1,49.869,4F4E4D494B52,0
1744,120000024043,24,1200000,1,51.202,4F4E4D494B52,0
1745,120000024044,24,1200000,1,50.066,4F4E4D494B52,0
1746,120000024045,24,1200000,1,49.721,4F4E4D494B52,0
1747,120000024046,24,1200000,1,49.974,4F4E4D494B52,0
1748,120000024047,24,1200000,1,50.516,4F4E4D494B52,0
1749,120000024048,24,1200000,1,52.718,4F4E4D494B52,0
1750,120000024049,24,1200000,1,51.272,4F4E4D494B52,0
1751,120000032000,32,1200000,1,59.649,4F4E4D494B52,0
1752,120000032001,32,1200000,1,61.957,4F4E4D494B52,0
1753,120000032002,32,1200000,1,59.280,4F4E4D494B52,0
1754,120000032003,32,1200000,1,61.080,4F4E4D494B52,0
1755,120000032004,32,1200000,1,63.555,4F4E4D494B52,0
1756,120000032005,32,1200000,1,62.990,4F4E4D494B52,0
1757,120000032006,32,1200000,1,62.252,4F4E4D494B52,0
1758,120000032007,32,1200000,1,62.410,4F4E4D494B52,0
1759,120000032008,32,1200000,1,60.285,4F4E4D494B52,0
1760,120000032009,32,1200000,1,65.461,4F4E4D494B52,0
1761,120000032010,32,1200000,1,59.224,4F4E4D494B52,0
1762,120000032011,32,1200000,1,63.281,4F4E4D494B52,0
1763,120000032012,32,1200000,1,64.827,4F4E4D494B52,0
1764,120000032013,32,1200000,1,60.832,4F4E4D494B52,0
1765,120000032014,32,1200000,1,62.792,4F4E4D494B52,0
1766,120000032015,32,1200000,1,61.181,4F4E4D494B52,0
1767,120000032016,32,1200000,1,64.217,4F4E4D494B52,0
1768,120000032017,32,1200000,1,63.086,4F4E4D494B52,0
1769,120000032018,32,1200000,1,61.019,4F4E4D494B52,0
1770,120000032019,32,1200000,1,63.554,4F4E4D494B52,0
1771,120000032020,32,1200000,1,64.165,4F4E4D494B52,0
1772,120000032021,32,1200000,1,58.102,4F4E4D494B52,0
1773,120000032022,32,1200000,1,60.514,4F4E4D494B52,0
1774,120000032023,32,1200000,1,64.601,4F4E4D494B52,0
1775,120000032024,32,1200000,1,63.568,4F4E4D494B52,0
1776,120000032025,32,1200000,1,60.464,4F4E4D494B52,0
1777,120000032026,32,1200000,1,62.718,4F4E4D494B52,0
1778,120000032027,32,1200000,1,64.595,4F4E4D494B52,0
1779,120000032028,32,1200000,1,62.639,4F4E4D494B52,0
1780,120000032029,32,1200000,1,65.503,4F4E4D494B52,0
1781,120000032030,32,1200000,1,60.671,4F4E4D494B52,0
1782,120000032031,32,1200000,1,62.201,4F4E4D494B52,0
1783,120000032032,32,1200000,1,62.121,4F4E4D494B52,0
1784,120000032033,32,1200000,1,59.896,4F4E4D494B52,0
1785,120000032034,32,1200000,1,63.725,4F4E4D494B52,0
1786,120000032035,32,1200000,1,62.228,4F4E4D494B52,0
1787,120000032036,32,1200000,1,63.548,4F4E4D494B52,0
1788,120000032037,32,1200000,1,65.984,4F4E4D494B52,0
1789,120000032038,32,1200000,1,63.835,4F4E4D494B52,0
1790,120000032039,32,1200000,1,62.204,4F4E4D494B52,0
1791,120000032040,32,1200000,1,63.779,4F4E4D494B52,0
1792,120000032041,32,1200000,1,56.500,4F4E4D494B52,0
1793,120000032042,32,1200000,1,62.479,4F4E4D494B52,0
1794,120000032043,32,1200000,1,61.805,4F4E4D494B52,0
1795,120000032044,32,1200000,1,64.537,4F4E4D494B52,0
1796,120000032045,32,1200000,1,63.032,4F4E4D494B52,0
1797,120000032046,32,1200000,1,61.901,4F4E4D494B52,0
1798,120000032047,32,1200000,1,60.879,4F4E4D494B52,0
1799,120000032048,32,1200000,1,60.060,4F4E4D494B52,0
1800,120000032049,32,1200000,1,63.973,4F4E4D494B52,0
1801,200000004000,4,2000000,0,42.795,,1
1802,200000004001,4,2000000,1,45.111,4F4E4D494B52,0
1803,200000004002,4,2000000,0,44.877,,1
1804,200000004003,4,2000000,0,47.460,,1
1805,200000004004,4,2000000,0,45.878,,1
1806,200000004005,4,2000000,0,45.167,,1
1807,200000004006,4,2000000,0,44.131,,1
1808,200000004007,4,2000000,0,46.047,,1
1809,200000004008,4,2000000,0,45.058,,1
1810,200000004009,4,2000000,1,42.863,4F4E4D494B52,0
1811,200000004010,4,2000000,0,43.820,,1
1812,200000004011,4,2000000,0,45.680,,1
1813,200000004012,4,2000000,0,46.157,,1
1814,200000004013,4,2000000,0,45.963,,1
1815,200000004014,4,2000000,1,44.144,4F4E4D494B52,0
1816,200000004015,4,2000000,0,45.948,,1
1817,200000004016,4,2000000,0,43.726,,1
1818,200000004017,4,2000000,0,44.128,,1
1819,200000004018,4,2000000,1,44.425,4F4E4D494B52,0
1820,200000004019,4,2000000,0,44.137,,1
1821,200000004020,4,2000000,1,43.386,4F4E4D494B52,0
1822,200000004021,4,2000000,0,43.124,,1
1823,200000004022,4,2000000,0,46.247,,1
1824,200000004023,4,2000000,0,45.923,,1
1825,200000004024,4,2000000,0,46.664,,1
1826,200000004025,4,2000000,0,46.482,,1
1827,200000004026,4,2000000,1,45.181,4F4E4D494B52,0
1828,200000004027,4,2000000,0,44.452,,1
1829,200000004028,4,2000000,1,44.758,4F4E4D494B52,0
1830,200000004029,4,2000000,0,44.178,,1
1831,200000004030,4,2000000,0,44.983,,1
1832,200000004031,4,2000000,0,44.966,,1
1833,200000004032,4,2000000,0,46.574,,1
1834,200000004033,4,2000000,0,44.331,,1
1835,200000004034,4,2000000,0,42.561,,1
1836,200000004035,4,2000000,0,45.186,,1
1837,200000004036,4,2000000,0,43.914,,1
1838,200000004037,4,2000000,0,46.552,,1
1839,200000004038,4,2000000,0,43.264,,1
1840,200000004039,4,2000000,0,44.370,,1
1841,200000004040,4,2000000,0,43.883,,1
1842,200000004041,4,2000000,0,45.082,,1
1843,200000004042,4,2000000,1,44.106,4F4E4D494B52,0
1844,200000004043,4,2000000,0,46.023,,1
1845,200000004044,4,2000000,1,44.298,4F4E4D494B52,0
1846,200000004045,4,2000000,0,45.118,,1
1847,200000004046,4,2000000,0,44.986,,1
1848,200000004047,4,2000000,0,44.384,,1
1849,200000004048,4,2000000,0,45.369,,1
1850,200000004049,4,2000000,0,45.094,,1
1851,200000006000,6,2000000,0,45.501,,1
1852,200000006001,6,2000000,1,45.726,4F4E4D494B52,0
1853,200000006002,6,2000000,0,47.515,,1
1854,200000006003,6,2000000,0,43.911,,1
1855,200000006004,6,2000000,1,44.678,4F4E4D494B52,0
1856,200000006005,6,2000000,0,45.131,,1
1857,200000006006,6,2000000,0,43.782,,1
1858,200000006007,6,2000000,1,42.122,4F4E4D494B52,0
1859,200000006008,6,2000000,1,41.232,4F4E4D494B52,0
1860,200000006009,6,2000000,0,44.754,,1
1861,200000006010,6,2000000,0,45.950,,1
1862,200000006011,6,2000000,1,43.121,4F4E4D494B52,0
1863,200000006012,6,2000000,0,44.603,,1
1864,200000006013,6,2000000,0,44.307,,1
1865,200000006014,6,2000000,0,44.983,,1
1866,200000006015,6,2000000,0,43.787,,1
1867,200000006016,6,2000000,1,41.754,4F4E4D494B52,0
1868,200000006017,6,2000000,1,46.527,4F4E4D494B52,0
1869,200000006018,6,2000000,1,41.858,4F4E4D494B52,0
1870,200000006019,6,2000000,1,41.087,4F4E4D494B52,0
1871,200000006020,6,2000000,1,43.278,4F4E4D494B52,0
1872,200000006021,6,2000000,0,45.015,,1
1873,200000006022,6,2000000,1,44.836,4F4E4D494B52,0
1874,200000006023,6,2000000,1,42.440,4F4E4D494B52,0
1875,200000006024,6,2000000,1,43.824,4F4E4D494B52,0
1876,200000006025,6,2000000,0,44.790,,1
1877,200000006026,6,2000000,1,42.621,4F4E4D494B52,0
1878,200000006027,6,2000000,0,45.363,,1
1879,200000006028,6,2000000,1,41.939,4F4E4D494B52,0
1880,200000006029,6,2000000,0,45.821,,1
1881,200000006030,6,2000000,0,44.884,,1
1882,200000006031,6,2000000,0,43.514,,1
1883,200000006032,6,2000000,0,45.014,,1
1884,200000006033,6,2000000,1,42.311,4F4E4D494B52,0
1885,200000006034,6,2000000,1,42.187,4F4E4D494B52,0
1886,200000006035,6,2000000,1,43.354,4F4E4D494B52,0
1887,200000006036,6,2000000,0,44.552,,1
1888,200000006037,6,2000000,1,42.464,4F4E4D494B52,0
1889,200000006038,6,2000000,1,42.578,4F4E4D494B52,0
1890,200000006039,6,2000000,0,44.818,,1
1891,200000006040,6,2000000,0,42.536,,1
1892,200000006041,6,2000000,1,44.004,4F4E4D494B52,0
1893,200000006042,6,2000000,0,44.768,,1
1894,200000006043,6,2000000,1,43.855,4F4E4D494B52,0
1895,200000006044,6,2000000,1,42.337,4F4E4D494B52,0
1896,200000006045,6,2000000,1,44.173,4F4E4D494B52,0
1897,200000006046,6,2000000,0,43.797,,1
1898,200000006047,6,2000000,0,46.983,,1
1899,200000006048,6,2000000,0,46.109,,1
1900,200000006049,6,2000000,0,44.806,,1
1901,200000008000,8,2000000,1,46.999,4F4E4D494B52,0
1902,200000008001,8,2000000,1,47.250,4F4E4D494B52,0
1903,200000008002,8,2000000,0,47.047,,1
1904,200000008003,8,2000000,1,44.060,4F4E4D494B52,0
1905,200000008004,8,2000000,1,46.545,4F4E4D494B52,0
1906,200000008005,8,2000000,1,46.825,4F4E4D494B52,0
1907,200000008006,8,2000000,1,45.666,4F4E4D494B52,0
1908,200000008007,8,2000000,0,46.417,,1
1909,200000008008,8,2000000,1,46.448,4F4E4D494B52,0
1910,200000008009,8,2000000,0,45.878,,1
1911,200000008010,8,2000000,1,46.876,4F4E4D494B52,0
1912,200000008011,8,2000000,1,43.829,4F4E4D494B52,0
1913,200000008012,8,2000000,1,46.514,4F4E4D494B52,0
1914,200000008013,8,2000000,0,46.840,,1
1915,200000008014,8,2000000,1,46.529,4F4E4D494B52,0
1916,200000008015,8,2000000,1,47.673,4F4E4D494B52,0
1917,200000008016,8,2000000,1,44.478,4F4E4D494B52,0
1918,200000008017,8,2000000,1,44.000,4F4E4D494B52,0
1919,200000008018,8,2000000,0,48.047,,1
1920,200000008019,8,2000000,1,46.618,4F4E4D494B52,0
1921,200000008020,8,2000000,0,48.194,,1
1922,200000008021,8,2000000,1,46.290,4F4E4D494B52,0
1923,200000008022,8,2000000,1,44.716,4F4E4D494B52,0
1924,200000008023,8,2000000,1,44.409,4F4E4D494B52,0
1925,200000008024,8,2000000,1,45.722,4F4E4D494B52,0
1926,200000008025,8,2000000,0,47.288,,1
1927,200000008026,8,2000000,0,47.147,,1
1928,200000008027,8,2000000,1,46.269,4F4E4D494B52,0
1929,200000008028,8,2000000,1,43.400,4F4E4D494B52,0
1930,200000008029,8,2000000,0,45.648,,1
1931,200000008030,8,2000000,1,44.537,4F4E4D494B52,0
1932,200000008031,8,2000000,0,47.220,,1
1933,200000008032,8,2000000,1,48.268,4F4E4D494B52,0
1934,200000008033,8,2000000,1,45.331,4F4E4D494B52,0
1935,200000008034,8,2000000,0,47.140,,1
1936,200000008035,8,2000000,0,47.638,,1
1937,200000008036,8,2000000,1,48.159,4F4E4D494B52,0
1938,200000008037,8,2000000,0,47.166,,1
1939,200000008038,8,2000000,0,47.370,,1
1940,200000008039,8,2000000,0,46.050,,1
1941,200000008040,8,2000000,1,44.940,4F4E4D494B52,0
1942,200000008041,8,2000000,0,46.371,,1
1943,200000008042,8,2000000,1,45.631,4F4E4D494B52,0
1944,200000008043,8,2000000,0,46.047,,1
1945,200000008044,8,2000000,0,47.723,,1
1946,200000008045,8,2000000,1,44.232,4F4E4D494B52,0
1947,200000008046,8,2000000,1,47.322,4F4E4D494B52,0
1948,200000008047,8,2000000,0,49.329,,1
1949,200000008048,8,2000000,1,44.400,4F4E4D494B52,0
1950,200000008049,8,2000000,0,47.148,,1
1951,200000010000,10,2000000,1,49.857,4F4E4D494B52,0
1952,200000010001,10,2000000,1,50.547,4F4E4D494B52,0
1953,200000010002,10,2000000,1,49.840,4F4E4D494B52,0
1954,200000010003,10,2000000,1,47.056,4F4E4D494B52,0
1955,200000010004,10,2000000,1,51.421,4F4E4D494B52,0
1956,200000010005,10,2000000,1,50.968,4F4E4D494B52,0
1957,200000010006,10,2000000,0,50.833,,1
1958,200000010007,10,2000000,1,49.367,4F4E4D494B52,0
1959,200000010008,10,2000000,1,49.793,4F4E4D494B52,0
1960,200000010009,10,2000000,1,49.093,4F4E4D494B52,0
1961,200000010010,10,2000000,1,50.704,4F4E4D494B52,0
1962,200000010011,10,2000000,1,48.820,4F4E4D494B52,0
1963,200000010012,10,2000000,1,49.846,4F4E4D494B52,0
1964,200000010013,10,2000000,1,47.763,4F4E4D494B52,0
1965,200000010014,10,2000000,0,51.814,,1
1966,200000010015,10,2000000,1,50.211,4F4E4D494B52,0
1967,200000010016,10,2000000,1,48.792,4F4E4D494B52,0
1968,200000010017,10,2000000,1,49.047,4F4E4D494B52,0
1969,200000010018,10,2000000,0,50.991,,1
1970,200000010019,10,2000000,1,49.941,4F4E4D494B52,0
1971,200000010020,10,2000000,1,50.449,4F4E4D494B52,0
1972,200000010021,10,2000000,1,48.539,4F4E4D494B52,0
1973,200000010022,10,2000000,1,50.108,4F4E4D494B52,0
1974,200000010023,10,2000000,1,49.517,4F4E4D494B52,0
1975,200000010024,10,2000000,0,52.223,,1
1976,200000010025,10,2000000,1,51.107,4F4E4D494B52,0
1977,200000010026,10,2000000,1,47.812,4F4E4D494B52,0
1978,200000010027,10,2000000,1,50.208,4F4E4D494B52,0
1979,200000010028,10,2000000,1,49.274,4F4E4D494B52,0
1980,200000010029,10,2000000,1,51.071,4F4E4D494B52,0
1981,200000010030,10,2000000,1,49.718,4F4E4D494B52,0
1982,200000010031,10,2000000,1,49.322,4F4E4D494B52,0
1983,200000010032,10,2000000,1,48.579,4F4E4D494B52,0
1984,200000010033,10,2000000,1,48.681,4F4E4D494B52,0
1985,200000010034,10,2000000,0,53.152,,1
1986,200000010035,10,2000000,1,50.739,4F4E4D494B52,0
1987,200000010036,10,2000000,1,49.791,4F4E4D494B52,0
1988,200000010037,10,2000000,1,48.220,4F4E4D494B52,0
1989,200000010038,10,2000000,1,51.022,4F4E4D494B52,0
1990,200000010039,10,2000000,1,50.713,4F4E4D494B52,0
1991,200000010040,10,2000000,1,49.518,4F4E4D494B52,0
1992,200000010041,10,2000000,1,51.033,4F4E4D494B52,0
1993,200000010042,10,2000000,0,50.237,,1
1994,200000010043,10,2000000,1,50.960,4F4E4D494B52,0
1995,200000010044,10,2000000,1,49.226,4F4E4D494B52,0
1996,200000010045,10,2000000,1,51.447,4F4E4D494B52,0
1997,200000010046,10,2000000,1,49.645,4F4E4D494B52,0
1998,200000010047,10,2000000,1,50.661,4F4E4D494B52,0
1999,200000010048,10,2000000,1,49.639,4F4E4D494B52,0
2000,200000010049,10,2000000,1,49.578,4F4E4D494B52,0
2001,200000012000,12,2000000,0,53.821,,1
2002,200000012001,12,2000000,1,55.536,4F4E4D494B52,0
2003,200000012002,12,2000000,1,54.703,4F4E4D494B52,0
2004,200000012003,12,2000000,1,53.974,4F4E4D494B52,0
2005,200000012004,12,2000000,1,56.627,4F4E4D494B52,0
2006,200000012005,12,2000000,1,53.975,4F4E4D494B52,0
2007,200000012006,12,2000000,1,50.392,4F4E4D494B52,0
2008,200000012007,12,2000000,1,53.080,4F4E4D494B52,0
2009,200000012008,12,2000000,1,53.885,4F4E4D494B52,0
2010,200000012009,12,2000000,1,53.869,4F4E4D494B52,0
2011,200000012010,12,2000000,1,54.826,4F4E4D494B52,0
2012,200000012011,12,2000000,1,52.763,4F4E4D494B52,0
2013,200000012012,12,2000000,1,53.826,4F4E4D494B52,0
2014,200000012013,12,2000000,1,51.161,4F4E4D494B52,0
2015,200000012014,12,2000000,1,53.952,4F4E4D494B52,0
2016,200000012015,12,2000000,1,52.975,4F4E4D494B52,0
2017,200000012016,12,2000000,1,52.403,4F4E4D494B52,0
2018,200000012017,12,2000000,1,53.364,4F4E4D494B52,0
2019,200000012018,12,2000000,1,54.319,4F4E4D494B52,0
2020,200000012019,12,2000000,1,53.119,4F4E4D494B52,0
2021,200000012020,12,2000000,1,54.243,4F4E4D494B52,0
2022,200000012021,12,2000000,1,54.252,4F4E4D494B52,0
2023,200000012022,12,2000000,1,55.209,4F4E4D494B52,0
2024,200000012023,12,2000000,0,54.914,,1
2025,200000012024,12,2000000,1,54.379,4F4E4D494B52,0
2026,200000012025,12,2000000,1,53.986,4F4E4D494B52,0
2027,200000012026,12,2000000,1,55.954,4F4E4D494B52,0
